Rank,Player,Cl,Ht,Pos,G,REB,RPG,Year
287,"Giovanni Emejuru, Siena (MAAC)",So.,6-11,F,32,200,6.3,2024
287,"Victor Iwuakor, Southern Miss. (Sun Belt)",Sr.,6-7,F,32,200,6.3,2024
287,"Cam Morris III, UMass Lowell (America East)",Jr.,6-8,F,32,200,6.3,2024
287,"T.J. Weeks Jr., Rider (MAAC)",Sr.,6-4,G,32,200,6.3,2024
287,"Dominic Parolin, Lehigh (Patriot)",Sr.,6-8,C,28,175,6.3,2024
295,"AJ Braun, Wright St. (Horizon)",Jr.,6-9,C,32,199,6.2,2024
296,"Dayne Prim, A&M-Corpus Christi (Southland)",Sr.,6-6,F,33,205,6.2,2024
297,"Matt Rogers, American (Patriot)",Sr.,6-9,F,31,192,6.2,2024
297,"Diante Smith, Nicholls (Southland)",Sr.,6-7,F,31,192,6.2,2024
297,"Joseph Venzant, Liberty (CUSA)",Jr.,6-3,G,31,192,6.2,2024
300,"Isaiah Crawford, Louisiana Tech (CUSA)",Sr.,6-6,F,32,198,6.2,2024
301,"Ahmir Langlais, USC Upstate (Big South)",Sr.,6-9,F,29,179,6.2,2024
302,"Abe Johnson, Army West Point (Patriot)",Sr.,6-8,F,31,191,6.2,2024
302,"Stephaun Walker, Robert Morris (Horizon)",So.,6-7,F,31,191,6.2,2024
304,"Tyson Degenhart, Boise St. (Mountain West)",Jr.,6-8,F,32,197,6.2,2024
304,"Carlton Linguard, Jr., UTSA (AAC)",Sr.,7-0,C,32,197,6.2,2024
306,"Keegan Records, Colgate (Patriot)",Sr.,6-10,F,33,203,6.2,2024
306,"Jalen Thomas, Butler (Big East)",Sr.,6-10,C,33,203,6.2,2024
308,"Wesley Oba, Delaware St. (MEAC)",Jr.,6-8,F,34,209,6.1,2024
309,"Jaden Seymour, ETSU (SoCon)",Jr.,6-8,F,35,215,6.1,2024
309,"Elias Cato, Central Ark. (ASUN)",Jr.,6-9,G,28,172,6.1,2024
311,"Joel Scott, Colorado St. (Mountain West)",Sr.,6-7,F,36,221,6.1,2024
312,"Jalen Breath, UNC Greensboro (SoCon)",So.,6-8,F,32,196,6.1,2024
312,"Jamar Brown, Kansas City (Summit League)",Jr.,6-5,G,32,196,6.1,2024
312,"Nate Heise, UNI (MVC)",Jr.,6-5,G,32,196,6.1,2024
315,"Achor Achor, Samford (SoCon)",Jr.,6-9,F,33,202,6.1,2024
315,"Lazar Stefanovic, UCLA (Pac-12)",Jr.,6-7,G,33,202,6.1,2024
317,"Quincy Guerrier, Illinois (Big Ten)",Sr.,6-8,F,38,232,6.1,2024
318,"Matthew Cleveland, Miami (FL) (ACC)",Jr.,6-7,G,29,177,6.1,2024
319,"Dishon Jackson, Charlotte (AAC)",Jr.,6-11,C,30,183,6.1,2024
320,"Davion Everett, South Carolina St. (MEAC)",Jr.,6-6,F,31,189,6.1,2024
320,"Brandon Stroud, South Fla. (AAC)",Sr.,6-6,G,31,189,6.1,2024
322,"Mervin James, Rider (MAAC)",Sr.,6-7,F,32,195,6.1,2024
322,"Modestas Kancleris, CSU Bakersfield (Big West)",Jr.,6-9,F,32,195,6.1,2024
324,"Stephon Payne III, Jacksonville (ASUN)",So.,6-9,F,33,201,6.1,2024
324,"Devin Tillis, UC Irvine (Big West)",Sr.,6-6,F,33,201,6.1,2024
326,"Tyon Grant-Foster, Grand Canyon (WAC)",Sr.,6-7,G,34,207,6.1,2024
326,"Justin McKoy, Hawaii (Big West)",Sr.,6-8,F,34,207,6.1,2024
326,"Emanuel Miller, TCU (Big 12)",Sr.,6-7,F,34,207,6.1,2024
329,"Juwan Gary, Nebraska (Big Ten)",Jr.,6-6,F,28,170,6.1,2024
330,"Allen Flanigan, Ole Miss (SEC)",Sr.,6-6,G,32,194,6.1,2024
330,"Pharrel Payne, Minnesota (Big Ten)",So.,6-9,F,32,194,6.1,2024
332,"Tyler Burton, Villanova (Big East)",Sr.,6-7,F,34,206,6.1,2024
333,"Michael Christmas, Longwood (Big South)",Sr.,6-6,F,35,212,6.1,2024
333,"Coleman Hawkins, Illinois (Big Ten)",Sr.,6-10,F,35,212,6.1,2024
335,"Viktor Lakhin, Cincinnati (Big 12)",Jr.,6-11,F,29,175,6,2024
336,"Rayquan Brown, Mississippi Val. (SWAC)",Sr.,6-6,G,30,181,6,2024
336,"Jordan O'Neal, Jackson St. (SWAC)",Sr.,6-7,F,30,181,6,2024
338,"Jared Garcia, Tulsa (AAC)",Jr.,6-9,F,31,187,6,2024
338,"Jordan Lathon, Morehead St. (OVC)",Sr.,6-4,G,31,187,6,2024
340,"Jordan Riley, Temple (AAC)",Jr.,6-4,G,33,199,6,2024
340,"Jamir Watkins, Florida St. (ACC)",Jr.,6-7,F,33,199,6,2024
342,"J'Vonne Hadley, Colorado (Pac-12)",Sr.,6-6,G,36,217,6,2024
343,"Tae Williams, Cleveland St. (Horizon)",Sr.,6-5,G,36,216,6,2024
343,"Caleb Dorsey, William & Mary (CAA)",Jr.,6-8,F,33,198,6,2024
343,"Jordan Derkack, Merrimack (NEC)",So.,6-5,G,32,192,6,2024
343,"Kevin McCullar Jr., Kansas (Big 12)",Sr.,6-7,G,26,156,6,2024
343,"Parsa Fallah, Southern Utah (WAC)",Jr.,6-9,C,25,150,6,2024
348,"Toibu Lawal, VCU (Atlantic 10)",So.,6-8,F,38,227,6,2024
349,"Quincy Ballard, Wichita St. (AAC)",Jr.,6-11,C,34,203,6,2024
350,"RJ Felton, East Carolina (AAC)",Jr.,6-3,G,33,197,6,2024
350,"Mark Mitchell, Duke (ACC)",So.,6-8,F,33,197,6,2024
350,"Malik Reneau, Indiana (Big Ten)",So.,6-9,F,33,197,6,2024
350,"Jesiah West, Western Ill. (OVC)",Sr.,6-5,F,33,197,6,2024
