Rank,Player,Cl,Ht,Pos,G,AST,APG,Year
184,"Eric Acker, LIU (NEC)",Fr.,6-2,G,26,98,3.8,2024
185,"Chase Forte, Northwestern St. (Southland)",Jr.,6-4,G,32,120,3.8,2024
186,"Quimari Peterson, ETSU (SoCon)",Jr.,6-1,G,35,131,3.7,2024
187,"Darius Johnson, UCF (Big 12)",Jr.,6-1,G,33,123,3.7,2024
188,"Xaivian Lee, Princeton (Ivy League)",So.,6-3,G,29,108,3.7,2024
189,"Pelle Larsson, Arizona (Pac-12)",Sr.,6-5,G,36,134,3.7,2024
190,"Dylan Andrews, UCLA (Pac-12)",So.,6-2,G,32,119,3.7,2024
190,"Mark Butler, Lafayette (Patriot)",Fr.,5-10,G,32,119,3.7,2024
190,"Quinn Denker, Idaho (Big Sky)",Jr.,6-3,G,32,119,3.7,2024
190,"Eddie Turner III, Montana St. (Big Sky)",Sr.,6-2,G,32,119,3.7,2024
194,"Shykeim Phillips, UNCW (CAA)",Sr.,6-2,G,31,115,3.7,2024
195,"Nick Spinoso, Penn (Ivy League)",Jr.,6-9,C,29,107,3.7,2024
196,"Mika Adams-Woods, St. Bonaventure (Atlantic 10)",Sr.,6-3,G,32,118,3.7,2024
196,"Dalton Banks, Illinois St. (MVC)",Sr.,6-2,G,32,118,3.7,2024
196,"Lynn Greer III, Saint Joseph's (Atlantic 10)",Jr.,6-2,G,32,118,3.7,2024
196,"Tyrese Proctor, Duke (ACC)",So.,6-5,G,32,118,3.7,2024
200,"Chico Carter, Jr., DePaul (Big East)",Sr.,6-3,G,25,92,3.7,2024
201,"Tucker DeVries, Drake (MVC)",Jr.,6-7,G,34,125,3.7,2024
202,"Rytis Petraitis, Air Force (Mountain West)",So.,6-7,F,24,88,3.7,2024
203,"Kaleb Higgins, CSU Bakersfield (Big West)",Sr.,5-10,G,32,117,3.7,2024
203,"Luis Kortright, Rhode Island (Atlantic 10)",Jr.,6-3,G,32,117,3.7,2024
205,"Isaiah Adams, Buffalo (MAC)",Sr.,6-6,F,26,95,3.7,2024
206,"Max Shulga, VCU (Atlantic 10)",Sr.,6-4,G,37,135,3.6,2024
207,"Jonathan Mogbo, San Francisco (WCC)",Jr.,6-8,F,34,124,3.6,2024
208,"Jordan Jones, Central Conn. St. (NEC)",Sr.,6-0,G,31,113,3.6,2024
208,"Kareem Thompson, Oral Roberts (Summit League)",Sr.,6-5,G,31,113,3.6,2024
210,"Devin Carter, Providence (Big East)",Jr.,6-3,G,33,120,3.6,2024
211,"Ty-Laur Johnson, Louisville (ACC)",Fr.,6-0,G,30,109,3.6,2024
212,"Cam Spencer, UConn (Big East)",Sr.,6-4,G,40,145,3.6,2024
213,"Kylan Boswell, Arizona (Pac-12)",So.,6-2,G,36,130,3.6,2024
214,"Chris Pryor, Lamar University (Southland)",Sr.,5-11,G,33,119,3.6,2024
214,"Xander Rice, Monmouth (CAA)",Sr.,6-3,G,33,119,3.6,2024
216,"Tanner Holden, Wright St. (Horizon)",Sr.,6-6,G,32,115,3.6,2024
217,"Braden Housley, Southern Utah (WAC)",So.,6-4,G,31,111,3.6,2024
217,"Kellen Tynes, Maine (America East)",Jr.,6-3,G,31,111,3.6,2024
217,"Cobe Williams, Tulsa (AAC)",Sr.,6-0,G,31,111,3.6,2024
220,"Duke Miles, High Point (Big South)",Jr.,6-3,G,33,118,3.6,2024
220,"Deywilk Tavarez, Delaware St. (MEAC)",Fr.,6-2,G,33,118,3.6,2024
222,"Kino Lilly Jr., Brown (Ivy League)",Jr.,6-0,G,30,107,3.6,2024
222,"Alston Mason, Missouri St. (MVC)",Jr.,6-2,G,30,107,3.6,2024
224,"Tre Dinkins, Canisius (MAAC)",Jr.,6-2,G,32,114,3.6,2024
224,"Bryson Langdon, Youngstown St. (Horizon)",Sr.,5-9,G,32,114,3.6,2024
226,"Nijel Pack, Miami (FL) (ACC)",Jr.,6-0,G,25,89,3.6,2024
227,"Jordan Rawls, New Mexico St. (CUSA)",Sr.,6-2,G,31,110,3.5,2024
228,"Kobe Elvis, Dayton (Atlantic 10)",Jr.,6-2,G,33,117,3.5,2024
228,"Drew Pember, UNC Asheville (Big South)",Sr.,6-10,F,33,117,3.5,2024
228,"Carter Whitt, Furman (SoCon)",Jr.,6-4,G,33,117,3.5,2024
231,"Kevin Miller, Wake Forest (ACC)",So.,6-0,G,35,124,3.5,2024
232,"Joel Brown, Iona (MAAC)",Sr.,6-3,G,32,113,3.5,2024
233,"Myles Tate, App State (Sun Belt)",Sr.,6-0,G,34,120,3.5,2024
234,"Justin Moore, Drexel (CAA)",So.,6-3,G,31,109,3.5,2024
235,"Zeke Mayo, South Dakota St. (Summit League)",Jr.,6-4,G,35,123,3.5,2024
236,"Trae Broadnax, USC Upstate (Big South)",Jr.,6-4,G,30,105,3.5,2024
237,"RJ Davis, North Carolina (ACC)",Sr.,6-0,G,37,129,3.5,2024
238,"Rob Martin, Southeast Mo. St. (OVC)",So.,5-10,G,31,108,3.5,2024
239,"Pop Isaacs, Texas Tech (Big 12)",So.,6-2,G,34,118,3.5,2024
240,"Melvin Council Jr., Wagner (NEC)",Jr.,6-4,G,33,114,3.5,2024
241,"Jaelen House, New Mexico (Mountain West)",Sr.,6-0,G,31,107,3.5,2024
241,"Jaylon Tyson, California (Pac-12)",Jr.,6-6,G,31,107,3.5,2024
243,"Sam Griffin, Wyoming (Mountain West)",Sr.,6-3,G,32,110,3.4,2024
243,"Chuck Harris, SMU (AAC)",Sr.,6-2,G,32,110,3.4,2024
243,"Bensley Joseph, Miami (FL) (ACC)",Jr.,6-2,G,32,110,3.4,2024
246,"Terrence Edwards Jr., James Madison (Sun Belt)",Jr.,6-6,G,36,123,3.4,2024
247,"Luke Bumbalough, Niagara (MAAC)",Jr.,6-1,G,32,109,3.4,2024
247,"Jordan Pope, Oregon St. (Pac-12)",So.,6-2,G,32,109,3.4,2024
249,"Bobby Pettiford, East Carolina (AAC)",Jr.,6-0,G,33,112,3.4,2024
250,"Caleb Love, Arizona (Pac-12)",Sr.,6-4,G,36,122,3.4,2024
251,"Kavion McClain, Abilene Christian (WAC)",Jr.,5-9,G,34,115,3.4,2024
252,"David Coit, NIU (MAC)",Jr.,5-11,G,29,98,3.4,2024
253,"Kyler Filewich, Wofford (SoCon)",Sr.,6-9,C,32,108,3.4,2024
253,"Corey Tripp, Wofford (SoCon)",Jr.,6-2,G,32,108,3.4,2024
255,"Javian McCollum, Oklahoma (Big 12)",Jr.,6-2,G,30,101,3.4,2024
256,"Tiger Booker, Eastern Ill. (OVC)",Sr.,5-10,G,28,94,3.4,2024
257,"Kamron Hobbs, Morgan St. (MEAC)",Sr.,5-10,G,31,104,3.4,2024
257,"Paul Mulcahy, Washington (Pac-12)",Sr.,6-6,G,31,104,3.4,2024
259,"Alex Huibregtse, Wright St. (Horizon)",Jr.,6-3,G,32,107,3.3,2024
259,"Marcus Millender , South Alabama (Sun Belt)",Fr.,5-11,G,32,107,3.3,2024
261,"Xzayvier Brown, Saint Joseph's (Atlantic 10)",Fr.,6-2,G,35,117,3.3,2024
262,"Jermaine Couisnard, Oregon (Pac-12)",Sr.,6-4,G,36,120,3.3,2024
262,"Miles Brewster, Boston U. (Patriot)",Sr.,6-3,G,33,110,3.3,2024
262,"Tyler Thomas, Hofstra (CAA)",Sr.,6-3,G,33,110,3.3,2024
265,"Keyshaun Langley, UNC Greensboro (SoCon)",Sr.,6-1,G,31,103,3.3,2024
266,"Dezi Jones, Austin Peay (ASUN)",Sr.,5-10,G,35,116,3.3,2024
266,"Day Day Thomas, Cincinnati (Big 12)",Jr.,6-0,G,35,116,3.3,2024
268,"Matt Allocco, Princeton (Ivy League)",Sr.,6-4,G,29,96,3.3,2024
268,"D.J. Wagner, Kentucky (SEC)",Fr.,6-3,G,29,96,3.3,2024
270,"Michael Green III, James Madison (Sun Belt)",Sr.,6-0,G,36,119,3.3,2024
270,"Zeb Jackson, VCU (Atlantic 10)",Sr.,6-5,G,36,119,3.3,2024
272,"Jaland Lowe, Pittsburgh (ACC)",Fr.,6-2,G,33,109,3.3,2024
273,"Jovon McClanahan, Hawaii (Big West)",Sr.,5-10,G,30,99,3.3,2024
274,"Spencer Johnson, BYU (Big 12)",Sr.,6-5,G,34,112,3.3,2024
274,"Jameer Nelson Jr., TCU (Big 12)",Sr.,6-2,G,34,112,3.3,2024
276,"Javon Bennett, Dayton (Atlantic 10)",So.,5-11,G,31,102,3.3,2024
276,"Austin Crowley, Southern Miss. (Sun Belt)",Sr.,6-5,G,31,102,3.3,2024
276,"Liam Lloyd, Northern Ariz. (Big Sky)",Jr.,6-5,G,31,102,3.3,2024
279,"Corey McKeithan, Rider (MAAC)",Sr.,6-2,G,32,105,3.3,2024
280,"Ethan Anderson, Pepperdine (WCC)",Sr.,6-1,G,33,108,3.3,2024
280,"Jeremiah Quigley, Iona (MAAC)",Fr.,5-11,G,33,108,3.3,2024
282,"Avery Anderson III, TCU (Big 12)",Sr.,6-2,G,34,111,3.3,2024
283,"Kobe Johnson, Southern California (Pac-12)",Jr.,6-6,G,31,101,3.3,2024
284,"Jeremy Roach, Duke (ACC)",Sr.,6-2,G,35,114,3.3,2024
285,"Madison Durr, The Citadel (SoCon)",So.,6-4,G,32,104,3.3,2024
285,"Ty Johnson, UC Davis (Big West)",Jr.,6-3,G,32,104,3.3,2024
287,"Nazir Williams, Cornell (Ivy League)",Jr.,6-3,G,29,94,3.2,2024
288,"Desmond Claude, Xavier (Big East)",So.,6-5,G,34,110,3.2,2024
289,"Josh Pierre-Louis, UC Santa Barbara (Big West)",Sr.,6-4,G,30,97,3.2,2024
290,"Jalen Breazeale, USC Upstate (Big South)",Jr.,5-11,G,26,84,3.2,2024
290,"B. Artis White, Western Mich. (MAC)",Jr.,5-10,G,26,84,3.2,2024
292,"Darrion Trammell, San Diego St. (Mountain West)",Sr.,5-10,G,35,113,3.2,2024
293,"Chase Hunter, Clemson (ACC)",Sr.,6-3,G,36,116,3.2,2024
294,"Antrell Charlton, Fordham (Atlantic 10)",Sr.,6-5,G,33,106,3.2,2024
295,"Caden Pierce, Princeton (Ivy League)",So.,6-6,F,29,93,3.2,2024
296,"Tre Donaldson, Auburn (SEC)",So.,6-3,G,35,112,3.2,2024
297,"Justin Hill, Georgia (SEC)",Sr.,6-0,G,37,118,3.2,2024
298,"Frankie Collins, Arizona St. (Pac-12)",Jr.,6-1,G,32,102,3.2,2024
298,"Christyon Eugene, Troy (Sun Belt)",Sr.,6-3,G,32,102,3.2,2024
298,"Jayden Pierre, Providence (Big East)",So.,6-2,G,32,102,3.2,2024
301,"Conor Enright, Drake (MVC)",So.,6-0,G,33,105,3.2,2024
302,"Isaiah Gray, Cornell (Ivy League)",Sr.,6-3,G,28,89,3.2,2024
303,"Josh Corbin, Robert Morris (Horizon)",Sr.,6-3,G,29,92,3.2,2024
303,"Kobe Sanders, Cal Poly (Big West)",Sr.,6-8,G,29,92,3.2,2024
305,"Michael O'Connell, NC State (ACC)",Sr.,6-2,G,41,130,3.2,2024
306,"Tyreke Locure, ULM (Sun Belt)",Sr.,6-0,G,30,95,3.2,2024
307,"Jaden McClanahan, Utah Valley (WAC)",Sr.,5-10,G,32,101,3.2,2024
308,"Chase Lowe, William & Mary (CAA)",So.,6-5,G,33,104,3.2,2024
309,"Will Pruitt, Lipscomb (ASUN)",Jr.,6-3,G,29,91,3.1,2024
310,"Issac McBride, Oral Roberts (Summit League)",Sr.,6-0,G,31,97,3.1,2024
310,"Trejon Ware, Ark.-Pine Bluff (SWAC)",Jr.,5-9,G,31,97,3.1,2024
312,"Donovan Gregory, App State (Sun Belt)",Sr.,6-5,F,33,103,3.1,2024
313,"Zid Powell, UTEP (CUSA)",Sr.,6-4,G,34,106,3.1,2024
314,"Elijah Davis, UIW (Southland)",Jr.,6-1,G,28,87,3.1,2024
314,"RJ Johnson, Charleston So. (Big South)",So.,6-1,G,28,87,3.1,2024
316,"TK Simpkins, Elon (CAA)",So.,6-4,G,29,90,3.1,2024
317,"Adama Bal, Santa Clara (WCC)",Jr.,6-7,G,30,93,3.1,2024
318,"Braelon Bush, Northwestern St. (Southland)",So.,5-8,G,31,96,3.1,2024
319,"Myron Amey Jr., San Jose St. (Mountain West)",Jr.,6-2,G,32,99,3.1,2024
319,"Bostyn Holt, South Dakota (Summit League)",Sr.,6-7,G,32,99,3.1,2024
319,"Allen Powell, Rider (MAAC)",Sr.,6-2,G,32,99,3.1,2024
322,"Harlond Beverly, Wichita St. (AAC)",Jr.,6-5,G,33,102,3.1,2024
322,"Damarco Minor, SIUE (OVC)",Jr.,6-0,G,33,102,3.1,2024
324,"KJ Adams, Jr., Kansas (Big 12)",Jr.,6-7,F,34,105,3.1,2024
325,"Trey Townsend, Oakland (Horizon)",Jr.,6-6,F,36,111,3.1,2024
326,"Ryan Curry, Army West Point (Patriot)",Fr.,6-0,G,32,98,3.1,2024
326,"Jefferson De La Cruz Monegro, Western Mich. (MAC)",So.,6-4,G,32,98,3.1,2024
326,"Tyren Moore, Ga. Southern (Sun Belt)",Sr.,5-11,G,32,98,3.1,2024
326,"Laurynas Vaistaras, Campbell (CAA)",Sr.,6-6,F,32,98,3.1,2024
330,"Jayden Reid, South Fla. (AAC)",Fr.,5-10,G,33,101,3.1,2024
331,"Roddy Gayle Jr., Ohio St. (Big Ten)",So.,6-4,G,36,110,3.1,2024
332,"Kevin McGaskey, Prairie View (SWAC)",Sr.,6-0,G,24,73,3,2024
333,"Matt Cross, Massachusetts (Atlantic 10)",Sr.,6-7,F,28,85,3,2024
333,"Marcus Greene, Houston Christian (Southland)",Jr.,6-2,G,28,85,3,2024
333,"Jayvis Harvey, Tennessee Tech (OVC)",Sr.,6-5,G,28,85,3,2024
336,"Elijah Elliott, UTRGV (WAC)",Jr.,6-1,G,30,91,3,2024
337,"Jadin Collins, Marist (MAAC)",Fr.,6-1,G,31,94,3,2024
337,"Shawn Fulcher, Buffalo (MAC)",So.,6-0,G,31,94,3,2024
339,"Quincy Clark, Jacksonville St. (CUSA)",Jr.,6-2,G,32,97,3,2024
339,"Ra'Heim Moss, Toledo (MAC)",Jr.,6-4,G,32,97,3,2024
341,"Jahmyl Telfort, Butler (Big East)",Sr.,6-7,G,33,100,3,2024
342,"Jevin Muniz, Delaware St. (MEAC)",So.,6-6,G,34,103,3,2024
343,"Robert Ford III, Montana St. (Big Sky)",Sr.,6-0,G,35,106,3,2024
344,"Lamont Butler, San Diego St. (Mountain West)",Sr.,6-2,G,37,112,3,2024
345,"Trae Hannibal, LSU (SEC)",Sr.,6-2,G,32,96,3,2024
345,"Aaron Clarke, Stony Brook (CAA)",Sr.,6-1,G,31,93,3,2024
345,"Diante Smith, Nicholls (Southland)",Sr.,6-7,F,31,93,3,2024
345,"Skyy Clark, Louisville (ACC)",So.,6-3,G,29,87,3,2024
345,"Rashad Williams, Ark.-Pine Bluff (SWAC)",Sr.,6-2,G,29,87,3,2024
345,"Jeffrey Mills, Air Force (Mountain West)",Jr.,6-4,G,28,84,3,2024
